,Date,Time,CO(GT),Nonmethane Hydrocarbons,Benzene,Nitrogen Oxides,Nitrogen Dioxide,T
81,2004-03-14,3:00:00,2.4,132.0,9.7,-200.0,-200.0,11.6
82,2004-03-14,4:00:00,-200.0,56.0,5.2,70.0,82.0,12.1
83,2004-03-14,5:00:00,1.2,32.0,3.7,53.0,70.0,11.5
84,2004-03-14,6:00:00,1.0,29.0,2.5,44.0,63.0,11.6
85,2004-03-14,7:00:00,0.9,27.0,2.4,74.0,67.0,10.4
86,2004-03-14,8:00:00,1.4,36.0,4.2,101.0,84.0,11.6
87,2004-03-14,9:00:00,1.6,57.0,6.4,118.0,83.0,12.4
88,2004-03-14,10:00:00,2.2,129.0,8.6,144.0,98.0,14.5
89,2004-03-14,11:00:00,2.8,148.0,10.9,176.0,114.0,16.9
90,2004-03-14,12:00:00,2.8,145.0,10.7,161.0,119.0,19.3
91,2004-03-14,13:00:00,2.0,93.0,7.5,113.0,104.0,21.2
92,2004-03-14,14:00:00,1.8,84.0,7.5,103.0,102.0,21.4
93,2004-03-14,15:00:00,1.9,99.0,8.2,112.0,107.0,21.9
94,2004-03-14,16:00:00,3.0,150.0,11.9,170.0,129.0,22.2
95,2004-03-14,17:00:00,2.9,156.0,12.0,180.0,128.0,21.3
96,2004-03-14,18:00:00,2.5,122.0,12.2,160.0,121.0,19.7
97,2004-03-14,19:00:00,4.6,262.0,20.6,261.0,157.0,18.4
98,2004-03-14,20:00:00,5.9,341.0,23.1,325.0,173.0,17.6
99,2004-03-14,21:00:00,3.4,214.0,14.7,217.0,146.0,16.7
100,2004-03-14,22:00:00,2.1,100.0,9.0,146.0,121.0,16.3
101,2004-03-14,23:00:00,2.2,79.0,8.8,152.0,119.0,14.7
102,2004-03-15,0:00:00,1.8,66.0,7.4,104.0,99.0,14.8
103,2004-03-15,1:00:00,1.8,73.0,6.9,106.0,93.0,14.0
104,2004-03-15,2:00:00,1.8,66.0,7.0,108.0,88.0,13.4
105,2004-03-15,3:00:00,1.1,44.0,4.4,-200.0,-200.0,12.6
106,2004-03-15,4:00:00,-200.0,44.0,4.0,66.0,71.0,12.3
107,2004-03-15,5:00:00,1.0,39.0,3.9,88.0,74.0,11.9
108,2004-03-15,6:00:00,1.4,51.0,6.4,138.0,80.0,11.4
109,2004-03-15,7:00:00,2.2,107.0,9.7,228.0,89.0,11.3
110,2004-03-15,8:00:00,5.5,336.0,25.9,360.0,114.0,12.4
111,2004-03-15,9:00:00,8.1,618.0,36.7,478.0,149.0,14.8
112,2004-03-15,10:00:00,5.8,438.0,26.6,394.0,157.0,17.4
113,2004-03-15,11:00:00,4.2,334.0,20.1,319.0,155.0,19.8
114,2004-03-15,12:00:00,3.1,221.0,14.1,201.0,134.0,22.0
115,2004-03-15,13:00:00,2.9,207.0,14.9,171.0,119.0,23.3
116,2004-03-15,14:00:00,2.9,191.0,15.4,159.0,111.0,23.9
117,2004-03-15,15:00:00,2.5,185.0,12.1,153.0,104.0,24.4
118,2004-03-15,16:00:00,2.3,141.0,11.5,143.0,99.0,24.4
119,2004-03-15,17:00:00,2.8,214.0,14.8,156.0,110.0,23.8
120,2004-03-15,18:00:00,6.1,471.0,32.1,314.0,162.0,22.5
121,2004-03-15,19:00:00,8.0,685.0,39.2,404.0,187.0,20.4
122,2004-03-15,20:00:00,6.5,538.0,31.0,320.0,165.0,18.3
123,2004-03-15,21:00:00,4.2,319.0,19.9,256.0,145.0,16.7
124,2004-03-15,22:00:00,3.2,224.0,15.3,193.0,125.0,15.7
125,2004-03-15,23:00:00,1.4,67.0,6.9,89.0,101.0,15.3
126,2004-03-16,0:00:00,2.1,155.0,11.1,127.0,103.0,14.1
127,2004-03-16,1:00:00,1.2,49.0,5.4,79.0,88.0,14.8
128,2004-03-16,2:00:00,0.8,29.0,2.8,43.0,61.0,14.8
129,2004-03-16,3:00:00,0.7,25.0,2.3,-200.0,-200.0,13.6
130,2004-03-16,4:00:00,-200.0,25.0,2.6,59.0,59.0,12.3
131,2004-03-16,5:00:00,0.6,17.0,2.0,38.0,52.0,12.8
132,2004-03-16,6:00:00,0.9,27.0,3.5,82.0,64.0,11.2
133,2004-03-16,7:00:00,1.3,50.0,5.1,99.0,70.0,11.0
134,2004-03-16,8:00:00,3.4,218.0,16.2,263.0,97.0,11.7
135,2004-03-16,9:00:00,3.7,285.0,19.7,229.0,95.0,13.6
136,2004-03-16,10:00:00,5.3,437.0,25.1,396.0,150.0,17.8
137,2004-03-16,11:00:00,4.1,327.0,20.0,314.0,162.0,21.4
138,2004-03-16,12:00:00,3.3,283.0,18.3,217.0,154.0,24.4
139,2004-03-16,13:00:00,4.0,366.0,22.3,252.0,161.0,25.3
140,2004-03-16,14:00:00,3.8,318.0,20.4,263.0,161.0,25.8
141,2004-03-16,15:00:00,2.8,228.0,14.6,180.0,128.0,27.0
142,2004-03-16,16:00:00,2.9,201.0,16.6,184.0,129.0,28.2
143,2004-03-16,17:00:00,2.9,199.0,15.8,190.0,133.0,28.0
144,2004-03-16,18:00:00,3.4,237.0,17.8,184.0,139.0,23.9
145,2004-03-16,19:00:00,3.9,261.0,19.1,181.0,137.0,21.3
146,2004-03-16,20:00:00,3.2,230.0,15.8,166.0,143.0,20.4
147,2004-03-16,21:00:00,5.1,349.0,24.9,317.0,177.0,19.0
148,2004-03-16,22:00:00,2.6,183.0,13.5,184.0,138.0,17.9
149,2004-03-16,23:00:00,1.7,88.0,9.1,130.0,117.0,16.7
150,2004-03-17,0:00:00,1.7,85.0,8.6,132.0,107.0,15.5
151,2004-03-17,1:00:00,1.2,47.0,5.4,95.0,90.0,15.5
152,2004-03-17,2:00:00,0.9,34.0,4.1,70.0,79.0,14.1
153,2004-03-17,3:00:00,0.7,26.0,2.6,-200.0,-200.0,13.1
154,2004-03-17,4:00:00,-200.0,17.0,1.9,54.0,60.0,12.7
155,2004-03-17,5:00:00,0.5,11.0,1.6,28.0,40.0,11.8
156,2004-03-17,6:00:00,0.5,18.0,1.9,46.0,53.0,11.9
157,2004-03-17,7:00:00,1.6,84.0,7.5,160.0,84.0,9.9
158,2004-03-17,8:00:00,4.1,260.0,21.4,320.0,108.0,11.1
159,2004-03-17,9:00:00,6.6,534.0,36.4,377.0,127.0,14.1
160,2004-03-17,10:00:00,4.3,368.0,21.3,280.0,134.0,17.7
161,2004-03-17,11:00:00,2.9,200.0,15.4,221.0,135.0,21.1
162,2004-03-17,12:00:00,2.5,145.0,12.5,210.0,142.0,24.3
163,2004-03-17,13:00:00,2.8,188.0,15.1,204.0,153.0,25.6
164,2004-03-17,14:00:00,2.6,152.0,13.7,161.0,123.0,25.9
165,2004-03-17,15:00:00,2.0,103.0,10.4,135.0,104.0,26.8
166,2004-03-17,16:00:00,2.9,193.0,15.2,186.0,129.0,29.3
167,2004-03-17,17:00:00,2.5,134.0,12.3,147.0,114.0,28.5
168,2004-03-17,18:00:00,5.0,386.0,27.0,299.0,158.0,25.9
169,2004-03-17,19:00:00,7.6,577.0,38.4,411.0,194.0,23.1
170,2004-03-17,20:00:00,6.7,523.0,35.1,347.0,182.0,20.5
171,2004-03-17,21:00:00,5.7,472.0,27.2,336.0,180.0,19.1
172,2004-03-17,22:00:00,2.8,206.0,15.0,202.0,136.0,17.2
173,2004-03-17,23:00:00,2.6,216.0,15.7,178.0,127.0,16.0
174,2004-03-18,0:00:00,2.3,159.0,13.0,154.0,116.0,14.8
175,2004-03-18,1:00:00,1.4,70.0,8.1,92.0,107.0,14.3
176,2004-03-18,2:00:00,1.0,44.0,5.5,61.0,88.0,14.8
177,2004-03-18,3:00:00,0.7,42.0,3.6,-200.0,-200.0,13.9
178,2004-03-18,4:00:00,-200.0,28.0,2.9,60.0,78.0,11.6
179,2004-03-18,5:00:00,0.6,20.0,2.5,37.0,57.0,12.0
180,2004-03-18,6:00:00,0.7,26.0,3.0,68.0,71.0,10.9
181,2004-03-18,7:00:00,1.5,78.0,7.7,139.0,85.0,10.6
182,2004-03-18,8:00:00,4.7,319.0,23.3,339.0,124.0,11.5
183,2004-03-18,9:00:00,6.6,506.0,35.8,421.0,151.0,14.3
184,2004-03-18,10:00:00,4.5,-200.0,21.3,349.0,150.0,17.8
185,2004-03-18,11:00:00,2.8,-200.0,14.3,224.0,152.0,20.8
186,2004-03-18,12:00:00,2.2,-200.0,12.5,171.0,139.0,23.8
187,2004-03-18,13:00:00,2.2,-200.0,12.2,149.0,133.0,24.2
188,2004-03-18,14:00:00,2.3,-200.0,13.1,137.0,126.0,25.2
189,2004-03-18,15:00:00,2.2,-200.0,14.4,149.0,128.0,27.0
190,2004-03-18,16:00:00,2.8,-200.0,16.8,172.0,169.0,27.1
191,2004-03-18,17:00:00,2.7,-200.0,14.5,166.0,149.0,25.8
192,2004-03-18,18:00:00,3.7,-200.0,21.5,214.0,156.0,23.0
193,2004-03-18,19:00:00,5.1,-200.0,26.4,280.0,168.0,20.7
194,2004-03-18,20:00:00,5.1,-200.0,26.0,276.0,176.0,18.6
195,2004-03-18,21:00:00,3.2,-200.0,14.1,178.0,135.0,16.0
196,2004-03-18,22:00:00,2.1,-200.0,10.3,129.0,121.0,14.5
197,2004-03-18,23:00:00,1.7,-200.0,8.3,95.0,99.0,13.1
198,2004-03-19,0:00:00,2.0,-200.0,8.9,126.0,106.0,12.0
199,2004-03-19,1:00:00,1.6,-200.0,6.6,103.0,96.0,11.9
200,2004-03-19,2:00:00,0.9,-200.0,3.6,48.0,63.0,12.5
201,2004-03-19,3:00:00,0.7,-200.0,2.5,-200.0,-200.0,12.5
202,2004-03-19,4:00:00,-200.0,-200.0,1.8,20.0,32.0,12.3
203,2004-03-19,5:00:00,0.5,-200.0,1.3,18.0,28.0,12.5
204,2004-03-19,6:00:00,0.7,-200.0,2.3,56.0,61.0,12.3
205,2004-03-19,7:00:00,1.5,-200.0,6.7,115.0,99.0,12.4
206,2004-03-19,8:00:00,4.8,-200.0,22.8,320.0,157.0,13.0
207,2004-03-19,9:00:00,6.2,-200.0,31.3,357.0,166.0,13.6
208,2004-03-19,10:00:00,4.0,-200.0,19.2,253.0,149.0,13.9
209,2004-03-19,11:00:00,3.3,-200.0,16.4,218.0,135.0,14.5
210,2004-03-19,12:00:00,2.8,-200.0,14.0,192.0,127.0,15.5
211,2004-03-19,13:00:00,3.0,-200.0,15.3,176.0,122.0,16.1
212,2004-03-19,14:00:00,3.3,-200.0,16.7,198.0,135.0,16.3
213,2004-03-19,15:00:00,3.5,-200.0,19.0,212.0,139.0,16.4
214,2004-03-19,16:00:00,4.0,-200.0,19.4,249.0,147.0,16.1
215,2004-03-19,17:00:00,4.6,-200.0,20.9,270.0,158.0,16.0
216,2004-03-19,18:00:00,4.1,-200.0,20.2,231.0,146.0,15.8
217,2004-03-19,19:00:00,4.5,-200.0,21.7,251.0,144.0,15.5
218,2004-03-19,20:00:00,3.9,-200.0,19.8,210.0,138.0,15.4
219,2004-03-19,21:00:00,4.0,-200.0,16.7,249.0,143.0,15.2
220,2004-03-19,22:00:00,2.2,-200.0,9.1,143.0,116.0,14.7
221,2004-03-19,23:00:00,2.1,-200.0,8.3,127.0,109.0,14.2
222,2004-03-20,0:00:00,1.7,-200.0,5.8,104.0,92.0,13.8
223,2004-03-20,1:00:00,1.6,-200.0,5.2,86.0,83.0,13.9
224,2004-03-20,2:00:00,1.3,-200.0,4.1,74.0,81.0,13.9
225,2004-03-20,3:00:00,1.3,-200.0,3.4,-200.0,-200.0,13.8
226,2004-03-20,4:00:00,-200.0,-200.0,2.9,44.0,55.0,13.8
227,2004-03-20,5:00:00,0.8,-200.0,3.1,42.0,53.0,13.6
228,2004-03-20,6:00:00,0.8,-200.0,2.5,63.0,67.0,13.6
229,2004-03-20,7:00:00,1.1,-200.0,4.3,115.0,91.0,13.5
230,2004-03-20,8:00:00,2.1,-200.0,8.9,170.0,113.0,13.8
231,2004-03-20,9:00:00,2.4,-200.0,10.5,147.0,102.0,14.6
232,2004-03-20,10:00:00,2.6,-200.0,12.5,166.0,107.0,15.0
233,2004-03-20,11:00:00,2.8,-200.0,12.3,195.0,113.0,15.4
234,2004-03-20,12:00:00,2.6,-200.0,11.7,182.0,108.0,16.3
235,2004-03-20,13:00:00,2.6,-200.0,11.7,168.0,105.0,17.1
236,2004-03-20,14:00:00,2.1,-200.0,9.3,125.0,93.0,19.0
237,2004-03-20,15:00:00,1.7,-200.0,7.6,95.0,87.0,19.5
238,2004-03-20,16:00:00,1.6,-200.0,6.7,79.0,76.0,19.5
239,2004-03-20,17:00:00,2.1,-200.0,9.7,119.0,94.0,19.1
240,2004-03-20,18:00:00,2.3,-200.0,12.4,142.0,110.0,18.5
241,2004-03-20,19:00:00,3.5,-200.0,16.6,215.0,136.0,17.4
242,2004-03-20,20:00:00,3.9,-200.0,16.4,229.0,139.0,17.1
243,2004-03-20,21:00:00,3.3,-200.0,13.7,206.0,125.0,16.4
244,2004-03-20,22:00:00,2.3,-200.0,9.9,147.0,111.0,16.2
245,2004-03-20,23:00:00,2.1,-200.0,8.9,122.0,97.0,15.9
246,2004-03-21,0:00:00,2.8,-200.0,10.6,175.0,107.0,15.7
247,2004-03-21,1:00:00,2.1,-200.0,7.4,133.0,90.0,15.1
248,2004-03-21,2:00:00,1.6,-200.0,6.2,89.0,84.0,15.6
249,2004-03-21,3:00:00,1.6,-200.0,6.5,-200.0,-200.0,15.2
250,2004-03-21,4:00:00,-200.0,-200.0,5.8,85.0,87.0,15.4
251,2004-03-21,5:00:00,1.1,-200.0,4.0,55.0,66.0,14.9
252,2004-03-21,6:00:00,0.7,-200.0,2.1,24.0,36.0,14.5
253,2004-03-21,7:00:00,0.8,-200.0,3.6,72.0,62.0,14.2
254,2004-03-21,8:00:00,1.2,-200.0,4.4,122.0,91.0,14.5
255,2004-03-21,9:00:00,1.4,-200.0,5.4,111.0,89.0,15.3
256,2004-03-21,10:00:00,1.7,-200.0,7.1,123.0,93.0,16.3
257,2004-03-21,11:00:00,1.8,-200.0,7.3,106.0,81.0,18.9
258,2004-03-21,12:00:00,1.8,-200.0,7.6,103.0,82.0,19.4
259,2004-03-21,13:00:00,1.9,-200.0,6.8,102.0,80.0,20.8
260,2004-03-21,14:00:00,1.3,-200.0,4.6,48.0,48.0,21.4
261,2004-03-21,15:00:00,1.6,-200.0,8.4,63.0,61.0,21.2
262,2004-03-21,16:00:00,1.9,-200.0,6.9,98.0,89.0,20.3
263,2004-03-21,17:00:00,2.3,-200.0,9.0,132.0,105.0,19.4
264,2004-03-21,18:00:00,3.8,-200.0,15.1,173.0,116.0,18.5
265,2004-03-21,19:00:00,3.5,-200.0,12.6,185.0,119.0,17.8
266,2004-03-21,20:00:00,4.3,-200.0,15.1,266.0,144.0,17.9
267,2004-03-21,21:00:00,2.8,-200.0,9.9,188.0,123.0,17.4
268,2004-03-21,22:00:00,1.9,-200.0,8.0,122.0,105.0,17.0
269,2004-03-21,23:00:00,1.9,-200.0,7.9,112.0,93.0,16.4
270,2004-03-22,0:00:00,1.7,-200.0,6.1,93.0,86.0,16.1
271,2004-03-22,1:00:00,1.5,-200.0,5.1,74.0,76.0,15.8
272,2004-03-22,2:00:00,0.6,-200.0,1.7,23.0,33.0,16.3
273,2004-03-22,3:00:00,0.4,-200.0,0.7,-200.0,-200.0,16.9
274,2004-03-22,4:00:00,-200.0,-200.0,0.8,17.0,27.0,16.1
275,2004-03-22,5:00:00,0.3,-200.0,0.7,15.0,23.0,16.5
276,2004-03-22,6:00:00,0.6,-200.0,2.0,41.0,46.0,16.4
277,2004-03-22,7:00:00,1.2,-200.0,5.1,86.0,76.0,15.7
278,2004-03-22,8:00:00,3.6,-200.0,17.7,226.0,116.0,15.8
279,2004-03-22,9:00:00,3.7,-200.0,18.4,214.0,115.0,17.4
280,2004-03-22,10:00:00,1.8,-200.0,6.9,115.0,83.0,17.9
281,2004-03-22,11:00:00,1.6,-200.0,7.3,124.0,87.0,18.5
282,2004-03-22,12:00:00,1.9,-200.0,9.6,122.0,90.0,21.0
283,2004-03-22,13:00:00,2.0,-200.0,10.4,107.0,87.0,21.3
284,2004-03-22,14:00:00,2.2,-200.0,11.2,133.0,99.0,21.3
285,2004-03-22,15:00:00,2.1,-200.0,10.7,130.0,99.0,21.3
286,2004-03-22,16:00:00,2.3,451.0,11.6,150.0,101.0,21.3
287,2004-03-22,17:00:00,2.6,185.0,12.4,138.0,103.0,20.2
288,2004-03-22,18:00:00,3.8,426.0,18.3,213.0,129.0,17.0
289,2004-03-22,19:00:00,4.4,672.0,21.0,232.0,143.0,15.6
290,2004-03-22,20:00:00,4.5,624.0,21.0,238.0,146.0,15.3
291,2004-03-22,21:00:00,3.3,325.0,14.5,180.0,124.0,14.5
292,2004-03-22,22:00:00,2.0,143.0,8.4,128.0,113.0,13.9
293,2004-03-22,23:00:00,1.1,89.0,4.3,65.0,80.0,14.5
294,2004-03-23,0:00:00,0.9,73.0,3.8,53.0,72.0,13.8
295,2004-03-23,1:00:00,0.8,48.0,2.7,47.0,64.0,14.0
296,2004-03-23,2:00:00,0.7,47.0,2.5,51.0,70.0,13.0
297,2004-03-23,3:00:00,0.5,36.0,1.2,-200.0,-200.0,11.0
298,2004-03-23,4:00:00,-200.0,25.0,0.8,20.0,31.0,10.1
299,2004-03-23,5:00:00,0.3,19.0,0.6,13.0,22.0,8.8
300,2004-03-23,6:00:00,0.5,26.0,1.8,33.0,47.0,9.6
301,2004-03-23,7:00:00,1.1,60.0,4.6,103.0,88.0,9.8
302,2004-03-23,8:00:00,3.0,248.0,14.2,224.0,130.0,10.0
303,2004-03-23,9:00:00,3.8,535.0,21.0,244.0,132.0,11.2
304,2004-03-23,10:00:00,3.4,340.0,16.2,237.0,132.0,12.0
305,2004-03-23,11:00:00,3.0,325.0,15.5,220.0,131.0,12.8
306,2004-03-23,12:00:00,2.7,267.0,13.4,207.0,129.0,13.1
307,2004-03-23,13:00:00,3.5,325.0,16.9,208.0,132.0,13.8
308,2004-03-23,14:00:00,2.8,268.0,12.4,160.0,110.0,16.0
309,2004-03-23,15:00:00,1.9,136.0,10.1,131.0,99.0,14.1
310,2004-03-23,16:00:00,2.0,118.0,8.7,128.0,100.0,12.0
311,2004-03-23,17:00:00,3.0,276.0,13.8,176.0,122.0,13.6
312,2004-03-23,18:00:00,1.9,151.0,9.3,107.0,97.0,13.7
313,2004-03-23,19:00:00,2.7,236.0,13.0,131.0,112.0,11.7
314,2004-03-23,20:00:00,3.3,220.0,14.3,166.0,128.0,11.5
315,2004-03-23,21:00:00,1.7,87.0,7.6,89.0,101.0,12.6
316,2004-03-23,22:00:00,1.3,81.0,5.3,81.0,96.0,12.0
317,2004-03-23,23:00:00,1.3,74.0,5.4,78.0,86.0,11.0
318,2004-03-24,0:00:00,1.2,55.0,4.9,70.0,85.0,11.1
319,2004-03-24,1:00:00,1.1,74.0,4.6,76.0,79.0,10.8
320,2004-03-24,2:00:00,0.9,35.0,2.7,43.0,61.0,11.3
321,2004-03-24,3:00:00,0.6,29.0,1.6,-200.0,-200.0,10.6
322,2004-03-24,4:00:00,-200.0,29.0,1.7,44.0,66.0,10.2
323,2004-03-24,5:00:00,0.6,20.0,1.2,34.0,54.0,10.9
324,2004-03-24,6:00:00,0.8,32.0,1.7,43.0,57.0,10.8
325,2004-03-24,7:00:00,1.2,84.0,4.8,79.0,75.0,10.4
326,2004-03-24,8:00:00,3.1,245.0,13.8,174.0,97.0,11.0
327,2004-03-24,9:00:00,4.4,553.0,23.7,235.0,110.0,11.2
328,2004-03-24,10:00:00,3.4,450.0,14.2,218.0,113.0,12.1
329,2004-03-24,11:00:00,1.7,118.0,8.0,136.0,88.0,15.1
330,2004-03-24,12:00:00,1.5,118.0,6.7,117.0,85.0,15.6
331,2004-03-24,13:00:00,1.7,144.0,8.7,119.0,96.0,16.9
332,2004-03-24,14:00:00,2.2,159.0,10.8,126.0,106.0,16.6
333,2004-03-24,15:00:00,-200.0,122.0,6.7,100.0,91.0,11.3
334,2004-03-24,16:00:00,2.7,230.0,11.4,197.0,126.0,9.6
335,2004-03-24,17:00:00,2.8,320.0,13.4,195.0,130.0,11.7
336,2004-03-24,18:00:00,2.7,263.0,12.0,156.0,111.0,10.7
337,2004-03-24,19:00:00,4.5,556.0,20.2,247.0,134.0,10.7
338,2004-03-24,20:00:00,3.5,458.0,14.4,190.0,136.0,10.8
339,2004-03-24,21:00:00,2.6,214.0,9.4,169.0,125.0,10.3
340,2004-03-24,22:00:00,1.7,97.0,5.9,118.0,108.0,10.1
341,2004-03-24,23:00:00,1.3,79.0,4.5,81.0,87.0,10.4
342,2004-03-25,0:00:00,1.3,81.0,4.5,80.0,89.0,10.3
343,2004-03-25,1:00:00,1.0,52.0,2.5,42.0,58.0,11.0
344,2004-03-25,2:00:00,0.7,38.0,1.8,38.0,54.0,9.1
345,2004-03-25,3:00:00,0.7,35.0,1.4,-200.0,-200.0,9.5
346,2004-03-25,4:00:00,0.5,29.0,0.9,18.0,28.0,9.3
347,2004-03-25,5:00:00,0.5,21.0,0.6,12.0,20.0,9.9
348,2004-03-25,6:00:00,0.6,46.0,1.4,43.0,51.0,7.6
349,2004-03-25,7:00:00,1.1,55.0,3.8,84.0,82.0,8.1
350,2004-03-25,8:00:00,2.7,271.0,11.6,184.0,112.0,8.7
351,2004-03-25,9:00:00,3.5,434.0,17.8,202.0,119.0,8.6
